k1,k2,o1
0.009899999999999999,0.18,967.4
0.0,0.52,0.0
0.009899999999999999,0.2,962.8
0.009899999999999999,0.22,959.4
0.009899999999999999,0.24,968.2
0.009899999999999999,0.26,964.8
0.009899999999999999,0.28,947.0
0.009899999999999999,0.3,946.0
0.009899999999999999,0.32,962.6
0.009899999999999999,0.34,958.0
0.009899999999999999,0.36,966.0
0.009899999999999999,0.38,965.0
0.0,0.54,0.0
0.009899999999999999,0.4,966.2
0.009899999999999999,0.42,961.0
0.009899999999999999,0.44,966.2
0.009899999999999999,0.46,951.0
0.009899999999999999,0.48,955.4
0.009899999999999999,0.5,961.8
0.009899999999999999,0.52,942.4
0.009899999999999999,0.54,965.4
0.009899999999999999,0.56,963.8
0.009899999999999999,0.58,959.0
0.0,0.56,0.0
0.009899999999999999,0.6,959.6
0.009899999999999999,0.62,972.4
0.009899999999999999,0.64,957.8
0.009899999999999999,0.66,961.2
0.009899999999999999,0.68,964.8
0.009899999999999999,0.7000000000000001,943.8
0.009899999999999999,0.72,969.0
0.009899999999999999,0.74,967.6
0.009899999999999999,0.76,955.0
0.009899999999999999,0.78,955.6
0.0,0.58,0.0
0.009899999999999999,0.8,942.0
0.009899999999999999,0.8200000000000001,959.8
0.009899999999999999,0.84,956.4
0.009899999999999999,0.86,962.0
0.009899999999999999,0.88,959.6
0.009899999999999999,0.9,956.6
0.009899999999999999,0.92,955.2
0.009899999999999999,0.9400000000000001,948.4
0.009899999999999999,0.96,945.2
0.009899999999999999,0.98,948.2
0.0,0.06,0.0
0.0,0.6,0.0
0.01188,0.0,972.0
0.01188,0.02,986.4
0.01188,0.04,975.4
0.01188,0.06,957.8
0.01188,0.08,957.6
0.01188,0.1,961.6
0.01188,0.12,962.2
0.01188,0.14,971.6
0.01188,0.16,974.6
0.01188,0.18,970.6
0.0,0.62,0.0
0.01188,0.2,951.2
0.01188,0.22,959.8
0.01188,0.24,960.6
0.01188,0.26,960.4
0.01188,0.28,977.8
0.01188,0.3,958.0
0.01188,0.32,949.2
0.01188,0.34,961.6
0.01188,0.36,957.2
0.01188,0.38,965.4
0.0,0.64,0.0
0.01188,0.4,972.4
0.01188,0.42,969.0
0.01188,0.44,956.8
0.01188,0.46,974.8
0.01188,0.48,963.0
0.01188,0.5,954.2
0.01188,0.52,963.0
0.01188,0.54,965.2
0.01188,0.56,987.2
0.01188,0.58,950.8
0.0,0.66,0.0
0.01188,0.6,956.8
0.01188,0.62,959.4
0.01188,0.64,964.8
0.01188,0.66,962.4
0.01188,0.68,945.0
0.01188,0.7000000000000001,971.2
0.01188,0.72,956.2
0.01188,0.74,958.8
0.01188,0.76,966.4
0.01188,0.78,963.2
0.0,0.68,0.0
0.01188,0.8,958.2
0.01188,0.8200000000000001,951.4
0.01188,0.84,972.6
0.01188,0.86,972.0
0.01188,0.88,969.0
0.01188,0.9,967.2
0.01188,0.92,966.6
0.01188,0.9400000000000001,960.6
0.01188,0.96,965.0
0.01188,0.98,962.0
0.0,0.7000000000000001,0.0
0.01386,0.0,966.8
0.01386,0.02,963.0
0.01386,0.04,970.4
0.01386,0.06,975.8
0.01386,0.08,970.6
0.01386,0.1,966.4
0.01386,0.12,971.2
0.01386,0.14,981.8
0.01386,0.16,964.8
0.01386,0.18,979.2
0.0,0.72,0.0
0.01386,0.2,969.8
0.01386,0.22,974.6
0.01386,0.24,965.2
0.01386,0.26,974.6
0.01386,0.28,956.4
0.01386,0.3,979.6
0.01386,0.32,965.2
0.01386,0.34,963.4
0.01386,0.36,964.0
0.01386,0.38,964.0
0.0,0.74,0.0
0.01386,0.4,958.8
0.01386,0.42,969.0
0.01386,0.44,975.2
0.01386,0.46,967.2
0.01386,0.48,959.8
0.01386,0.5,980.8
0.01386,0.52,973.4
0.01386,0.54,965.2
0.01386,0.56,954.8
0.01386,0.58,967.4
0.0,0.76,0.0
0.01386,0.6,961.2
0.01386,0.62,967.2
0.01386,0.64,960.0
0.01386,0.66,958.8
0.01386,0.68,968.8
0.01386,0.7000000000000001,957.8
0.01386,0.72,965.6
0.01386,0.74,980.4
0.01386,0.76,977.8
0.01386,0.78,969.8
0.0,0.78,0.0
0.01386,0.8,973.4
0.01386,0.8200000000000001,976.2
0.01386,0.84,974.0
0.01386,0.86,973.4
0.01386,0.88,967.8
0.01386,0.9,977.6
0.01386,0.92,960.4
0.01386,0.9400000000000001,950.2
0.01386,0.96,981.6
0.01386,0.98,975.6
0.0,0.08,0.0
0.0,0.8,0.0
0.01584,0.0,983.0
0.01584,0.02,980.0
0.01584,0.04,966.0
0.01584,0.06,978.8
0.01584,0.08,974.8
0.01584,0.1,978.4
0.01584,0.12,974.8
0.01584,0.14,963.0
0.01584,0.16,975.2
0.01584,0.18,954.6
0.0,0.8200000000000001,0.0
0.01584,0.2,975.2
0.01584,0.22,968.0
0.01584,0.24,967.2
0.01584,0.26,979.0
0.01584,0.28,980.4
0.01584,0.3,977.0
0.01584,0.32,969.8
0.01584,0.34,976.4
0.01584,0.36,979.0
0.01584,0.38,982.8
0.0,0.84,0.0
0.01584,0.4,970.0
0.01584,0.42,974.0
0.01584,0.44,983.8
0.01584,0.46,980.8
0.01584,0.48,962.6
0.01584,0.5,977.4
0.01584,0.52,985.0
0.01584,0.54,987.0
0.01584,0.56,968.4
0.01584,0.58,967.0
0.0,0.86,0.0
0.01584,0.6,970.8
0.01584,0.62,971.4
0.01584,0.64,972.6
0.01584,0.66,970.8
0.01584,0.68,955.4
0.01584,0.7000000000000001,974.4
0.01584,0.72,980.6
0.01584,0.74,967.2
0.01584,0.76,977.0
0.01584,0.78,953.4
0.0,0.88,0.0
0.01584,0.8,968.2
0.01584,0.8200000000000001,951.8
0.01584,0.84,976.4
0.01584,0.86,975.6
0.01584,0.88,966.8
0.01584,0.9,965.0
0.01584,0.92,987.8
0.01584,0.9400000000000001,976.4
0.01584,0.96,974.0
0.01584,0.98,989.4
0.0,0.9,0.0
0.01782,0.0,977.6
0.01782,0.02,970.4
0.01782,0.04,996.6
0.01782,0.06,973.2
0.01782,0.08,980.6
0.01782,0.1,985.0
0.01782,0.12,968.4
0.01782,0.14,982.6
0.01782,0.16,969.8
0.01782,0.18,988.6
0.0,0.92,0.0
0.01782,0.2,978.8
0.01782,0.22,969.2
0.01782,0.24,992.0
0.01782,0.26,968.0
0.01782,0.28,978.4
0.01782,0.3,981.2
0.01782,0.32,979.6
0.01782,0.34,967.0
0.01782,0.36,964.0
0.01782,0.38,991.2
0.0,0.9400000000000001,0.0
0.01782,0.4,975.8
0.01782,0.42,982.2
0.01782,0.44,971.2
0.01782,0.46,972.8
0.01782,0.48,974.8
0.01782,0.5,970.0
0.01782,0.52,970.0
0.01782,0.54,983.4
0.01782,0.56,973.6
0.01782,0.58,978.2
0.0,0.96,0.0
0.01782,0.6,976.2
0.01782,0.62,961.0
0.01782,0.64,980.0
0.01782,0.66,963.6
0.01782,0.68,982.0
0.01782,0.7000000000000001,964.4
0.01782,0.72,977.0
0.01782,0.74,975.0
0.01782,0.76,985.6
0.01782,0.78,980.6
0.0,0.98,0.0
0.01782,0.8,971.8
0.01782,0.8200000000000001,962.6
0.01782,0.84,979.2
0.01782,0.86,966.0
0.01782,0.88,970.4
0.01782,0.9,973.6
0.01782,0.92,991.0
0.01782,0.9400000000000001,977.4
0.01782,0.96,976.6
0.01782,0.98,976.8
0.0,0.1,0.0
0.00198,0.0,833.4
0.019799999999999998,0.0,990.4
0.019799999999999998,0.02,984.2
0.019799999999999998,0.04,984.4
0.019799999999999998,0.06,973.4
0.019799999999999998,0.08,969.8
0.019799999999999998,0.1,973.0
0.019799999999999998,0.12,985.0
0.019799999999999998,0.14,965.4
0.019799999999999998,0.16,984.0
0.019799999999999998,0.18,974.8
0.00198,0.02,828.8
0.019799999999999998,0.2,1010.8
0.019799999999999998,0.22,975.0
0.019799999999999998,0.24,977.8
0.019799999999999998,0.26,982.2
0.019799999999999998,0.28,975.6
0.019799999999999998,0.3,971.4
0.019799999999999998,0.32,978.6
0.019799999999999998,0.34,966.8
0.019799999999999998,0.36,981.8
0.019799999999999998,0.38,963.0
0.00198,0.04,849.0
0.019799999999999998,0.4,1000.0
0.019799999999999998,0.42,973.2
0.019799999999999998,0.44,967.8
0.019799999999999998,0.46,964.6
0.019799999999999998,0.48,978.0
0.019799999999999998,0.5,979.2
0.019799999999999998,0.52,986.4
0.019799999999999998,0.54,969.6
0.019799999999999998,0.56,981.2
0.019799999999999998,0.58,994.4
0.00198,0.06,847.2
0.019799999999999998,0.6,963.6
0.019799999999999998,0.62,990.4
0.019799999999999998,0.64,972.8
0.019799999999999998,0.66,979.2
0.019799999999999998,0.68,982.0
0.019799999999999998,0.7000000000000001,976.0
0.019799999999999998,0.72,982.6
0.019799999999999998,0.74,972.8
0.019799999999999998,0.76,968.2
0.019799999999999998,0.78,990.8
0.00198,0.08,830.4
0.019799999999999998,0.8,971.2
0.019799999999999998,0.8200000000000001,968.4
0.019799999999999998,0.84,993.2
0.019799999999999998,0.86,979.4
0.019799999999999998,0.88,983.0
0.019799999999999998,0.9,961.4
0.019799999999999998,0.92,955.4
0.019799999999999998,0.9400000000000001,955.2
0.019799999999999998,0.96,979.2
0.019799999999999998,0.98,987.6
0.00198,0.1,840.0
0.02178,0.0,964.4
0.02178,0.02,983.0
0.02178,0.04,975.8
0.02178,0.06,973.6
0.02178,0.08,972.2
0.02178,0.1,953.8
0.02178,0.12,960.6
0.02178,0.14,958.2
0.02178,0.16,983.6
0.02178,0.18,986.6
0.00198,0.12,841.2
0.02178,0.2,973.0
0.02178,0.22,984.4
0.02178,0.24,986.8
0.02178,0.26,971.0
0.02178,0.28,976.0
0.02178,0.3,963.2
0.02178,0.32,995.4
0.02178,0.34,982.2
0.02178,0.36,982.0
0.02178,0.38,963.8
0.00198,0.14,835.2
0.02178,0.4,983.2
0.02178,0.42,970.0
0.02178,0.44,976.4
0.02178,0.46,982.2
0.02178,0.48,980.8
0.02178,0.5,990.0
0.02178,0.52,987.4
0.02178,0.54,984.6
0.02178,0.56,986.0
0.02178,0.58,981.4
0.00198,0.16,837.0
0.02178,0.6,976.6
0.02178,0.62,986.8
0.02178,0.64,975.0
0.02178,0.66,980.2
0.02178,0.68,990.4
0.02178,0.7000000000000001,966.4
0.02178,0.72,980.0
0.02178,0.74,987.6
0.02178,0.76,974.0
0.02178,0.78,971.4
0.00198,0.18,856.6
0.02178,0.8,981.2
0.02178,0.8200000000000001,994.0
0.02178,0.84,977.0
0.02178,0.86,976.0
0.02178,0.88,958.0
0.02178,0.9,970.2
0.02178,0.92,990.0
0.02178,0.9400000000000001,982.6
0.02178,0.96,976.2
0.02178,0.98,970.6
0.0,0.12,0.0
0.00198,0.2,835.0
0.02376,0.0,990.0
0.02376,0.02,999.4
0.02376,0.04,985.6
0.02376,0.06,973.8
0.02376,0.08,975.4
0.02376,0.1,993.4
0.02376,0.12,981.8
0.02376,0.14,976.0
0.02376,0.16,977.4
0.02376,0.18,981.6
0.00198,0.22,830.8
0.02376,0.2,988.4
0.02376,0.22,980.0
0.02376,0.24,973.8
0.02376,0.26,967.6
0.02376,0.28,996.0
0.02376,0.3,988.2
0.02376,0.32,985.8
0.02376,0.34,969.8
0.02376,0.36,977.6
0.02376,0.38,968.8
0.00198,0.24,834.2
0.02376,0.4,977.8
0.02376,0.42,977.2
0.02376,0.44,984.6
0.02376,0.46,992.6
0.02376,0.48,976.0
0.02376,0.5,975.8
0.02376,0.52,985.2
0.02376,0.54,992.2
0.02376,0.56,979.8
0.02376,0.58,995.0
0.00198,0.26,838.4
0.02376,0.6,992.8
0.02376,0.62,961.8
0.02376,0.64,994.0
0.02376,0.66,982.4
0.02376,0.68,997.6
0.02376,0.7000000000000001,959.4
0.02376,0.72,971.0
0.02376,0.74,982.8
0.02376,0.76,960.2
0.02376,0.78,967.2
0.00198,0.28,853.0
0.02376,0.8,959.2
0.02376,0.8200000000000001,981.2
0.02376,0.84,970.6
0.02376,0.86,979.6
0.02376,0.88,986.8
0.02376,0.9,976.6
0.02376,0.92,974.6
0.02376,0.9400000000000001,972.6
0.02376,0.96,972.0
0.02376,0.98,972.0
0.00198,0.3,834.8
0.02574,0.0,961.2
0.02574,0.02,983.4
0.02574,0.04,986.4
0.02574,0.06,983.6
0.02574,0.08,986.8
0.02574,0.1,981.4
0.02574,0.12,973.4
0.02574,0.14,995.6
0.02574,0.16,979.8
0.02574,0.18,972.0
0.00198,0.32,834.4
0.02574,0.2,993.6
0.02574,0.22,987.0
0.02574,0.24,969.2
0.02574,0.26,997.2
0.02574,0.28,987.2
0.02574,0.3,991.8
0.02574,0.32,978.8
0.02574,0.34,975.4
0.02574,0.36,986.6
0.02574,0.38,976.2
0.00198,0.34,830.8
0.02574,0.4,980.2
0.02574,0.42,990.4
0.02574,0.44,990.4
0.02574,0.46,976.4
0.02574,0.48,983.4
0.02574,0.5,989.4
0.02574,0.52,992.8
0.02574,0.54,985.0
0.02574,0.56,984.4
0.02574,0.58,992.2
0.00198,0.36,821.8
0.02574,0.6,979.4
0.02574,0.62,976.2
0.02574,0.64,960.2
0.02574,0.66,968.6
0.02574,0.68,973.8
0.02574,0.7000000000000001,974.2
0.02574,0.72,983.4
0.02574,0.74,986.4
0.02574,0.76,976.6
0.02574,0.78,982.8
0.00198,0.38,833.0
0.02574,0.8,959.8
0.02574,0.8200000000000001,989.0
0.02574,0.84,972.6
0.02574,0.86,1004.2
0.02574,0.88,982.0
0.02574,0.9,981.0
0.02574,0.92,969.6
0.02574,0.9400000000000001,988.2
0.02574,0.96,983.6
0.02574,0.98,965.4
0.0,0.14,0.0
0.00198,0.4,827.0
0.02772,0.0,986.8
0.02772,0.02,991.2
0.02772,0.04,992.8
0.02772,0.06,981.6
0.02772,0.08,980.2
0.02772,0.1,980.8
0.02772,0.12,988.0
0.02772,0.14,976.8
0.02772,0.16,976.2
0.02772,0.18,993.6
0.00198,0.42,851.6
0.02772,0.2,975.8
0.02772,0.22,969.4
0.02772,0.24,991.2
0.02772,0.26,968.0
0.02772,0.28,988.0
0.02772,0.3,988.6
0.02772,0.32,985.0
0.02772,0.34,999.8
0.02772,0.36,974.6
0.02772,0.38,986.6
0.00198,0.44,825.4
0.02772,0.4,976.6
0.02772,0.42,980.0
0.02772,0.44,980.4
0.02772,0.46,962.8
0.02772,0.48,982.2
0.02772,0.5,979.8
0.02772,0.52,976.6
0.02772,0.54,969.8
0.02772,0.56,988.6
0.02772,0.58,973.8
0.00198,0.46,834.2
0.02772,0.6,979.2
0.02772,0.62,973.0
0.02772,0.64,980.8
0.02772,0.66,989.6
0.02772,0.68,974.8
0.02772,0.7000000000000001,968.2
0.02772,0.72,990.0
0.02772,0.74,976.0
0.02772,0.76,986.4
0.02772,0.78,979.2
0.00198,0.48,832.6
0.02772,0.8,983.4
0.02772,0.8200000000000001,987.4
0.02772,0.84,985.0
0.02772,0.86,987.4
0.02772,0.88,967.6
0.02772,0.9,967.2
0.02772,0.92,978.2
0.02772,0.9400000000000001,975.8
0.02772,0.96,986.2
0.02772,0.98,976.0
0.00198,0.5,841.6
0.0297,0.0,973.0
0.0297,0.02,979.8
0.0297,0.04,983.8
0.0297,0.06,985.4
0.0297,0.08,994.4
0.0297,0.1,991.8
0.0297,0.12,967.8
0.0297,0.14,982.6
0.0297,0.16,992.4
0.0297,0.18,986.4
0.00198,0.52,818.6
0.0297,0.2,989.2
0.0297,0.22,997.4
0.0297,0.24,973.4
0.0297,0.26,998.0
0.0297,0.28,965.6
0.0297,0.3,985.8
0.0297,0.32,974.2
0.0297,0.34,996.6
0.0297,0.36,966.2
0.0297,0.38,978.2
0.00198,0.54,824.8
0.0297,0.4,982.8
0.0297,0.42,983.2
0.0297,0.44,987.8
0.0297,0.46,997.0
0.0297,0.48,979.2
0.0297,0.5,1004.4
0.0297,0.52,971.2
0.0297,0.54,972.4
0.0297,0.56,981.6
0.0297,0.58,989.6
0.00198,0.56,841.6
0.0297,0.6,980.0
0.0297,0.62,980.6
0.0297,0.64,981.4
0.0297,0.66,981.8
0.0297,0.68,977.6
0.0297,0.7000000000000001,983.2
0.0297,0.72,995.8
0.0297,0.74,988.8
0.0297,0.76,976.8
0.0297,0.78,985.4
0.00198,0.58,831.4
0.0297,0.8,972.8
0.0297,0.8200000000000001,983.4
0.0297,0.84,985.4
0.0297,0.86,979.6
0.0297,0.88,979.4
0.0297,0.9,978.6
0.0297,0.92,993.2
0.0297,0.9400000000000001,980.0
0.0297,0.96,983.4
0.0297,0.98,985.6
0.0,0.16,0.0
0.00198,0.6,838.4
0.03168,0.0,990.6
0.03168,0.02,999.6
0.03168,0.04,975.2
0.03168,0.06,989.2
0.03168,0.08,985.6
0.03168,0.1,1008.8
0.03168,0.12,966.6
0.03168,0.14,988.6
0.03168,0.16,976.2
0.03168,0.18,983.0
0.00198,0.62,849.2
0.03168,0.2,1001.6
0.03168,0.22,985.4
0.03168,0.24,996.8
0.03168,0.26,987.2
0.03168,0.28,995.8
0.03168,0.3,981.6
0.03168,0.32,987.8
0.03168,0.34,993.4
0.03168,0.36,986.0
0.03168,0.38,980.6
0.00198,0.64,832.2
0.03168,0.4,969.8
0.03168,0.42,979.4
0.03168,0.44,978.0
0.03168,0.46,984.2
0.03168,0.48,990.2
0.03168,0.5,968.4
0.03168,0.52,979.6
0.03168,0.54,986.6
0.03168,0.56,979.4
0.03168,0.58,1010.0
0.00198,0.66,827.6
0.03168,0.6,991.4
0.03168,0.62,986.4
0.03168,0.64,984.0
0.03168,0.66,980.8
0.03168,0.68,991.6
0.03168,0.7000000000000001,984.0
0.03168,0.72,978.8
0.03168,0.74,989.8
0.03168,0.76,984.2
0.03168,0.78,980.0
0.00198,0.68,813.4
0.03168,0.8,1007.8
0.03168,0.8200000000000001,969.8
0.03168,0.84,999.8
0.03168,0.86,1002.0
0.03168,0.88,985.8
0.03168,0.9,991.0
0.03168,0.92,992.4
0.03168,0.9400000000000001,978.4
0.03168,0.96,992.0
0.03168,0.98,974.0
0.00198,0.7000000000000001,832.4
0.03366,0.0,990.6
0.03366,0.02,995.2
0.03366,0.04,986.2
0.03366,0.06,976.2
0.03366,0.08,993.0
0.03366,0.1,983.2
0.03366,0.12,984.4
0.03366,0.14,974.2
0.03366,0.16,997.0
0.03366,0.18,996.2
0.00198,0.72,814.2
0.03366,0.2,982.2
0.03366,0.22,1018.0
0.03366,0.24,993.2
0.03366,0.26,994.6
0.03366,0.28,996.4
0.03366,0.3,984.2
0.03366,0.32,980.2
0.03366,0.34,976.0
0.03366,0.36,989.8
0.03366,0.38,1001.6
0.00198,0.74,830.0
0.03366,0.4,987.0
0.03366,0.42,972.6
0.03366,0.44,982.0
0.03366,0.46,985.8
0.03366,0.48,986.8
0.03366,0.5,985.4
0.03366,0.52,972.8
0.03366,0.54,1002.6
0.03366,0.56,986.8
0.03366,0.58,995.6
0.00198,0.76,832.8
0.03366,0.6,997.4
0.03366,0.62,998.8
0.03366,0.64,972.2
0.03366,0.66,990.2
0.03366,0.68,991.2
0.03366,0.7000000000000001,975.6
0.03366,0.72,974.4
0.03366,0.74,974.0
0.03366,0.76,981.6
0.03366,0.78,993.0
0.00198,0.78,808.2
0.03366,0.8,995.0
0.03366,0.8200000000000001,980.6
0.03366,0.84,980.6
0.03366,0.86,971.6
0.03366,0.88,989.6
0.03366,0.9,994.2
0.03366,0.92,960.6
0.03366,0.9400000000000001,990.6
0.03366,0.96,986.6
0.03366,0.98,971.0
0.0,0.18,0.0
0.00198,0.8,814.0
0.03564,0.0,973.8
0.03564,0.02,965.2
0.03564,0.04,992.0
0.03564,0.06,979.0
0.03564,0.08,991.8
0.03564,0.1,994.2
0.03564,0.12,982.4
0.03564,0.14,985.2
0.03564,0.16,982.4
0.03564,0.18,987.2
0.00198,0.8200000000000001,821.2
0.03564,0.2,984.2
0.03564,0.22,992.2
0.03564,0.24,975.6
0.03564,0.26,990.6
0.03564,0.28,971.8
0.03564,0.3,986.8
0.03564,0.32,967.8
0.03564,0.34,996.6
0.03564,0.36,990.2
0.03564,0.38,989.2
0.00198,0.84,822.2
0.03564,0.4,987.8
0.03564,0.42,972.0
0.03564,0.44,984.4
0.03564,0.46,989.8
0.03564,0.48,997.0
0.03564,0.5,975.6
0.03564,0.52,973.8
0.03564,0.54,972.4
0.03564,0.56,984.8
0.03564,0.58,985.6
0.00198,0.86,818.4
0.03564,0.6,987.2
0.03564,0.62,979.0
0.03564,0.64,966.2
0.03564,0.66,981.2
0.03564,0.68,988.4
0.03564,0.7000000000000001,977.6
0.03564,0.72,987.6
0.03564,0.74,982.2
0.03564,0.76,990.0
0.03564,0.78,988.6
0.00198,0.88,811.6
0.03564,0.8,993.8
0.03564,0.8200000000000001,992.2
0.03564,0.84,990.0
0.03564,0.86,979.8
0.03564,0.88,980.8
0.03564,0.9,1002.6
0.03564,0.92,986.8
0.03564,0.9400000000000001,976.6
0.03564,0.96,986.8
0.03564,0.98,981.0
0.00198,0.9,837.0
0.03762,0.0,1009.0
0.03762,0.02,1011.2
0.03762,0.04,978.8
0.03762,0.06,976.0
0.03762,0.08,985.2
0.03762,0.1,988.6
0.03762,0.12,966.2
0.03762,0.14,979.4
0.03762,0.16,986.2
0.03762,0.18,973.0
0.00198,0.92,840.4
0.03762,0.2,981.2
0.03762,0.22,973.6
0.03762,0.24,991.8
0.03762,0.26,997.6
0.03762,0.28,975.8
0.03762,0.3,995.8
0.03762,0.32,986.8
0.03762,0.34,988.0
0.03762,0.36,994.4
0.03762,0.38,966.4
0.00198,0.9400000000000001,819.0
0.03762,0.4,973.4
0.03762,0.42,988.2
0.03762,0.44,987.8
0.03762,0.46,968.2
0.03762,0.48,983.6
0.03762,0.5,987.4
0.03762,0.52,977.0
0.03762,0.54,988.4
0.03762,0.56,989.6
0.03762,0.58,982.8
0.00198,0.96,802.2
0.03762,0.6,1002.2
0.03762,0.62,995.2
0.03762,0.64,1002.0
0.03762,0.66,996.2
0.03762,0.68,999.6
0.03762,0.7000000000000001,982.6
0.03762,0.72,983.4
0.03762,0.74,981.4
0.03762,0.76,977.4
0.03762,0.78,985.0
0.00198,0.98,804.0
0.03762,0.8,975.2
0.03762,0.8200000000000001,988.2
0.03762,0.84,989.4
0.03762,0.86,992.0
0.03762,0.88,984.2
0.03762,0.9,990.8
0.03762,0.92,981.6
0.03762,0.9400000000000001,987.4
0.03762,0.96,989.8
0.03762,0.98,1014.0
